idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
9051,-3.482685,2025-05-28T13:00:00+0000,0.0,580.0,5.1,2.3,27.0,42.919903,343.0,MEDINA DE POMAR,30.0,26.2,26.9,27.0,958.6,,28.2,1023.3,7.8,20.0,,60.0,19.1,0.0,0.0,,,,,,,,,,,,,
9060X,-3.231729,2025-05-28T13:00:00+0000,0.0,910.0,5.9,1.5,35.0,42.875217,62.0,LALASTRA,46.0,23.6,24.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,
9069C,-2.960608,2025-05-28T13:00:00+0000,0.0,460.0,6.1,2.3,73.0,42.68716,52.0,MIRANDA DE EBRO,36.0,28.0,29.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
9073X,-2.359745,2025-05-28T13:00:00+0000,0.0,660.0,5.7,2.6,317.0,42.82983,292.0,AGURAIN/SALVATIERRA  OPAKUA,47.0,23.5,24.6,24.6,,,,,,,,,,,,,,,,,,,,,,,,
9091R,-2.732913,2025-05-28T13:00:00+0000,0.0,513.0,7.2,2.9,70.0,42.871933,70.0,VITORIA-GASTEIZ AEROPUERTO,49.0,24.8,25.2,25.4,966.4,0.9,31.1,1023.8,13.8,,26.0,60.0,,,,,,,,,,,,,,,,
9111,-3.170282,2025-05-28T13:00:00+0000,0.0,820.0,4.9,2.1,6.0,42.421116,14.0,BELORADO,41.0,23.8,25.2,25.2,,,,,11.0,,,,,,,86.0,,,,,,,,,,,,
9115X,-2.968056,2025-05-28T13:00:00+0000,0.0,1630.0,5.7,3.2,307.0,42.255,322.0,VALDEZCARAY,47.0,18.2,18.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,
9121X,-2.854717,2025-05-28T13:00:00+0000,0.0,465.0,,,,42.575275,,HARO ,34.0,26.6,27.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,
9122I,-2.776667,2025-05-28T13:00:00+0000,0.0,612.0,4.8,1.2,198.0,42.60389,12.0,LABASTIDA,35.0,27.4,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
9136X,-2.871106,2025-05-28T13:00:00+0000,0.0,1006.0,,,,42.230835,,ANGUIANO  VALVANERA ,44.0,24.7,25.4,25.4,,,,,,,,,,,,,,,,,,,,,,,,
9141V,-2.726758,2025-05-28T13:00:00+0000,0.0,500.0,4.9,2.7,321.0,42.41403,325.0,NÁJERA,33.0,27.7,28.2,28.3,,,,,,,,,,,,,,,,,,,,,,,,
9145X,-2.632837,2025-05-28T13:00:00+0000,0.0,575.0,,,,42.56724,,LEZA,31.0,26.8,27.6,27.6,,,,,,,,,,,,,,,,,,,,,,,,
9145Y,-2.63944,2025-05-28T13:00:00+0000,0.0,429.0,5.4,2.2,360.0,42.48278,302.0,CENICERO ,27.0,28.2,28.8,28.9,,,,,,,,,,,,,,,,,,,,,,,,
9170,-2.331024,2025-05-28T13:00:00+0000,0.0,353.0,6.7,2.8,290.0,42.452343,290.0,LOGROÑO  AEROPUERTO,28.0,28.7,29.9,30.1,981.8,0.9,36.7,1022.5,9.4,,41.0,60.0,,,,,,,,,,,,,,,,
9171K,-2.183774,2025-05-28T13:00:00+0000,0.0,470.0,6.1,2.4,355.0,42.570415,320.0,LOS ARCOS,30.0,29.0,29.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,
9178X,-2.346127,2025-05-28T13:00:00+0000,0.0,570.0,,,,42.670654,,CAMPEZO/KANPEZU,35.0,26.5,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,
9188,-2.273211,2025-05-28T13:00:00+0000,0.0,855.0,7.9,5.6,359.0,42.1495,0.0,ENCISO  DEPÓSITO,39.0,25.4,25.7,25.9,,,,,,,,,,,,,,,,,,,,,,,,
9195C,-0.505278,2025-05-28T13:00:00+0000,0.0,2275.6,6.7,3.6,314.0,42.793056,341.0,ASTÚN - LA RACA,47.0,12.8,13.0,14.0,,1.2,,,1.9,,21.0,,,,,,,,,,,,,,,,1.6,
9198X,-0.51604,2025-05-28T13:00:00+0000,0.0,1197.0,5.8,1.8,25.0,42.749527,12.0,CANFRANC,29.0,23.4,24.7,24.7,,,,,,,,,,,,,,,,,,,,,,,,
9201X,-0.545044,2025-05-28T13:00:00+0000,0.0,832.19,10.6,6.2,263.0,42.579754,272.0,JACA,34.0,25.8,26.7,26.9,928.5,1.6,,1019.5,9.6,,13.0,,,,,,,,,,,,,,,,,
9207,-0.750538,2025-05-28T13:00:00+0000,0.0,860.0,8.4,3.6,305.0,42.74066,300.0,VALLE DE HECHO  HECHO-DEPÓSITO,24.0,26.6,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,
9208E,-0.672778,2025-05-28T13:00:00+0000,0.0,1025.0,8.3,3.7,256.0,42.70861,237.0,ARAGÜÉS DEL PUERTO  DEPÓSITO,22.0,25.2,26.0,26.3,908.1,1.4,42.4,,2.7,20.0,44.0,60.0,20.4,,,,,,0.0,,,,,,"{'value': 1602.8, 'present': True}",,,
9211F,-0.817243,2025-05-28T13:00:00+0000,0.0,722.0,9.2,4.4,341.0,42.514168,312.0,BAILO PUYALTO,34.0,26.8,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,
9218A,-0.924622,2025-05-28T13:00:00+0000,0.0,838.0,6.7,3.3,355.0,42.8625,40.0,ISABA/IZABA,36.0,27.8,27.8,28.4,,,,,,,,,,,,,,,,,,,,,,,,
9228J,-1.300216,2025-05-28T13:00:00+0000,0.0,635.0,7.8,5.4,353.0,42.89624,342.0,OROZ-BETELU/OROTZ-BETELU  DEPÓSITO,48.0,24.4,24.4,24.9,,,,,,,,,,,,,,,,,,,,,,,,
9228T,-1.325557,2025-05-28T13:00:00+0000,0.0,947.0,9.0,3.1,345.0,43.007877,357.0,RONCESVALLES/ORREAGA,70.0,19.1,19.1,20.5,,,,,,,,,,,,,,,,,,,,,,,,
9238X,-1.117222,2025-05-28T13:00:00+0000,0.0,612.0,,,,42.7175,,NAVASCUÉS/NABASKOZE,33.0,27.4,28.4,28.4,,,,,,,,,,,,,,,,,,,,,,,,
9244X,-1.213333,2025-05-28T13:00:00+0000,0.0,626.0,8.1,4.0,308.0,42.490833,288.0,SOS DEL REY CATÓLICO,33.0,26.0,27.0,27.1,,1.0,,,9.3,,23.0,,,,,,,,,,,,,,,,,
9245X,-1.366381,2025-05-28T13:00:00+0000,0.0,440.0,8.2,4.3,6.0,42.52139,355.0,CÁSEDA  DEPÓSITO,31.0,27.9,28.8,29.3,,,,,,,,,,,,,,,,,,,,,,,,
9252X,-1.655553,2025-05-28T13:00:00+0000,0.0,390.0,7.4,3.7,358.0,42.489166,327.0,OLITE/ERRIBERRI,40.0,26.8,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,
9257X,-1.516946,2025-05-28T13:00:00+0000,0.0,615.0,,,,42.970554,,ESTERIBAR  EMBALSE DE EUGI,50.0,24.0,24.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,
9262P,-1.49567,2025-05-28T13:00:00+0000,0.0,585.0,9.5,5.7,309.0,42.70125,307.0,MONREAL/ELO  DEPÓSITO,41.0,25.0,25.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,
9263D,-1.649869,2025-05-28T13:00:00+0000,0.0,459.0,9.8,6.4,340.0,42.77695,350.0,PAMPLONA  AEROPUERTO,41.0,25.5,26.1,26.5,972.2,0.5,34.0,1023.3,11.8,,8.0,60.0,,,,,,,,,,,,,,,,
9263X,-1.532487,2025-05-28T13:00:00+0000,0.0,572.0,7.4,4.3,302.0,42.7761,298.0,ARANGUREN  ILUNDAIN,42.0,25.0,25.7,25.9,,1.0,,,11.8,,17.0,,,,,,,,,,,,,,,,,
9274X,-1.835118,2025-05-28T13:00:00+0000,0.0,432.0,8.0,3.2,298.0,42.918846,287.0,IRURTZUN,52.0,24.1,24.8,24.8,,,,,,,,,,,,,,,,,,,,,,,,
9280B,-1.857382,2025-05-28T13:00:00+0000,0.0,375.0,6.8,4.3,12.0,42.549446,22.0,LARRAGA,35.0,27.5,28.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,
9287A,-2.230789,2025-05-28T13:00:00+0000,0.0,1096.0,6.5,3.6,82.0,42.02646,40.0,SAN PEDRO MANRIQUE,39.0,24.1,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
9293X,-1.743811,2025-05-28T13:00:00+0000,0.0,371.3,7.2,4.1,21.0,42.176132,25.0,ALFARO  LA PLANA - DEPÓSITO,36.0,27.8,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
9294E,-1.475169,2025-05-28T13:00:00+0000,0.0,295.0,9.4,6.2,316.0,42.198544,329.0,BARDENAS REALES  BASE AÉREA,23.0,28.1,29.8,29.8,988.4,1.2,37.6,1021.6,6.4,20.0,15.0,60.0,24.8,,,,,,0.0,,,,,,,,,
9299X,-1.723337,2025-05-28T13:00:00+0000,0.0,475.0,6.9,3.2,353.0,41.914867,25.0,TARAZONA,31.0,27.3,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
9301X,-1.690554,2025-05-28T13:00:00+0000,0.0,410.0,,,,41.95889,,MONTEAGUDO,29.0,27.2,28.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,
9302Y,-1.609444,2025-05-28T13:00:00+0000,0.0,297.0,6.7,3.3,10.0,42.055557,15.0,TUDELA  ,31.0,28.3,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,
9321Y,-1.132315,2025-05-28T13:00:00+0000,0.0,344.5,8.3,4.3,307.0,42.134422,302.0,EJEA DE LOS CABALLEROS  ERAS ALTAS,35.0,29.1,30.1,30.1,,,,,,,,,,,,,,,,,,,,,,,,
9336D,-0.995737,2025-05-28T13:00:00+0000,0.0,543.0,10.5,6.3,276.0,41.984173,277.0,CASTEJÓN DE VALDEJASA  DEPÓSITO,35.0,26.7,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
9352A,-2.140382,2025-05-28T13:00:00+0000,0.0,1000.0,6.9,3.8,317.0,41.574635,295.0,ALMAZUL,35.0,26.0,27.2,27.2,,,,,,,,,,,,,,,,,,,,,,,,
9354X,-1.895265,2025-05-28T13:00:00+0000,0.0,703.0,,,,41.293,,ALHAMA DE ARAGÓN  DEPÓSITO,20.0,30.9,32.3,32.3,,,,,,,,,,,,,,,,,,,,,,,,
9374X,-1.320827,2025-05-28T13:00:00+0000,0.0,1000.0,8.6,3.8,352.0,40.56667,0.0,SANTA EULALIA  DEL CAMPO,24.0,29.4,29.9,30.2,,,,,,,,,,,,,,,,,,,,,,,,
9377Y,-1.568336,2025-05-28T13:00:00+0000,0.0,1185.0,7.9,1.8,343.0,40.77861,290.0,EL PEDREGAL,28.0,27.1,28.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,
9381I,-1.293327,2025-05-28T13:00:00+0000,0.0,883.96,6.3,3.2,349.0,40.926113,300.0,CALAMOCHA,25.0,28.8,29.0,29.4,923.4,1.0,34.8,,7.0,17.2,33.0,60.0,25.7,,,,,,0.01,,,,,20.6,,870.7,,
9390,-1.41,2025-05-28T13:00:00+0000,0.0,774.33,7.6,1.8,330.0,41.114445,330.0,DAROCA ,24.0,29.3,29.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,
9394X,-1.645297,2025-05-28T13:00:00+0000,0.0,582.0,7.4,3.9,30.0,41.33104,349.0,CALATAYUD  DEPÓSITO,24.0,28.5,30.3,30.6,955.5,1.1,35.7,1019.5,7.4,20.0,17.0,60.0,24.9,,,,,,0.0,,,,,,,,,
9427X,-1.380829,2025-05-28T13:00:00+0000,0.0,370.0,6.1,3.1,37.0,41.481113,50.0,LA ALMUNIA DE DOÑA GODINA,31.0,30.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
9434,-1.004167,2025-05-28T13:00:00+0000,0.0,249.0,7.4,4.3,321.0,41.660557,325.0,ZARAGOZA  AEROPUERTO,28.0,28.1,29.9,29.9,993.5,1.1,41.3,1022.0,9.4,,16.0,60.0,33.0,,,,,,0.0,,,,,25.6,,,,
9434P,-0.934722,2025-05-28T13:00:00+0000,0.0,258.0,6.5,3.6,327.0,41.621113,331.0,ZARAGOZA  VALDESPARTERA,24.0,28.5,30.1,30.1,992.9,1.1,41.9,1021.9,7.3,20.0,14.0,60.0,29.6,,,,,,0.0,,,,,,,,,
9436X,-1.087365,2025-05-28T13:00:00+0000,0.0,1255.0,9.0,3.4,354.0,40.995373,342.0,FONFRÍA,35.0,25.0,25.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,
9445L,-0.392704,2025-05-28T13:00:00+0000,0.0,1800.0,6.0,2.0,39.0,42.762405,33.0,FORMIGAL  SARRIOS,30.0,17.4,18.4,18.5,829.2,0.9,,,,,37.0,,,,,,,,,,,,,,,,1.1,
9451F,-0.275278,2025-05-28T13:00:00+0000,0.0,1850.0,8.0,4.6,278.0,42.704445,284.0,PANTICOSA  PETROSOS,27.0,16.7,17.7,17.7,,0.9,,,-1.4,,18.0,,,,,,,,,,,,,,,,0.9,
9453X,-0.319003,2025-05-28T13:00:00+0000,0.0,1100.0,3.9,1.2,112.0,42.699238,47.0,BIESCAS  EMBALSE DE BÚBAL,32.0,25.6,25.8,26.2,,,,,,,,,,,,,,,,,,,,,,,,
9460X,-0.35556,2025-05-28T13:00:00+0000,0.0,775.0,6.6,3.8,259.0,42.51278,240.0,SABIÑÁNIGO,27.0,28.0,28.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,
9491X,-0.585964,2025-05-28T13:00:00+0000,0.0,390.0,10.4,4.9,275.0,42.029354,260.0,ALMUDÉVAR,34.0,29.6,30.4,30.4,,,,,,,,,,,,,,,,,,,,,,,,
9495Y,-0.617331,2025-05-28T13:00:00+0000,0.0,405.0,8.3,3.5,284.0,41.796795,285.0,LECIÑENA,29.0,30.6,31.3,31.4,,,,,,,,,,,,,,,,,,,,,,,,
9501X,-0.885947,2025-05-28T13:00:00+0000,0.0,535.0,9.1,5.6,335.0,41.443134,338.0,VALMADRID,26.0,30.4,30.9,31.7,,1.5,,,,,23.0,,,,,,,,,,,,,,,,,
9510X,-0.503955,2025-05-28T13:00:00+0000,0.0,205.0,8.5,5.8,327.0,41.429173,332.0,QUINTO,26.0,30.7,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,
9513X,-0.805655,2025-05-28T13:00:00+0000,0.0,800.0,7.6,4.2,333.0,41.031216,20.0,MUNIESA,29.0,28.5,29.2,29.5,,,,,,,,,,,,,,,,,,,,,,,,
9531Y,-0.792778,2025-05-28T13:00:00+0000,0.0,895.0,7.7,3.0,302.0,40.82861,247.0,MONTALBÁN,33.0,27.7,27.7,29.8,,,,,,,,,,,,,,,,,,,,,,,,
9546B,-0.441907,2025-05-28T13:00:00+0000,0.0,305.0,6.3,1.9,309.0,41.171967,345.0,HÍJAR  DEPÓSITO,22.0,33.1,34.3,34.3,,,,,,,,,,,,,,,,,,,,,,,,
9550C,-0.407693,2025-05-28T13:00:00+0000,0.0,762.0,8.7,4.8,30.0,40.974358,17.0,ANDORRA  HORCALLANA,25.0,29.0,29.4,29.4,,,,,,,,,,,,,,,,,,,,,,,,
9561X,-0.315396,2025-05-28T13:00:00+0000,0.0,755.0,9.7,2.5,97.0,40.798428,45.0,CASTELLOTE  DEPÓSITO,29.0,28.1,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
9562X,-0.101819,2025-05-28T13:00:00+0000,0.0,990.0,6.7,1.9,323.0,40.621662,325.0,MORELLA - PASEO ALAMEDA,37.0,27.1,27.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,
9569A,-0.237653,2025-05-28T13:00:00+0000,0.0,466.0,6.7,3.2,354.0,40.946556,13.0,CALANDA,23.0,28.7,30.0,30.3,969.5,1.2,31.1,1021.3,6.5,20.0,29.0,60.0,25.5,,,,,,0.0,,,,,,,,,
9573X,-0.141596,2025-05-28T13:00:00+0000,0.0,334.0,7.1,3.0,5.0,41.058037,8.0,ALCAÑIZ,26.0,30.4,31.5,32.0,,1.5,,,9.7,,40.0,,,,,,,,,,,,,,,,,
9574B,-0.068611,2025-05-28T13:00:00+0000,0.0,215.0,8.8,5.7,297.0,41.2425,302.0,CASPE  PLANA DEL PILÓN,19.0,29.7,32.0,32.1,997.0,1.2,30.9,1021.1,5.5,20.0,18.0,60.0,22.7,,,,,,0.0,,,,,,,,,
9585,1.939446,2025-05-28T13:00:00+0000,0.0,1699.12,8.4,2.8,140.0,42.3325,239.0,LA MOLINA,58.0,19.2,19.5,21.2,839.0,1.8,28.4,,,20.0,30.0,59.7,14.7,,,,8.3,155.0,0.0,2.8,1.2,37.0,243.0,12.3,,,,
9590,1.693256,2025-05-28T13:00:00+0000,0.0,1038.0,4.4,1.8,265.0,42.362118,230.0,MARTINET,23.0,28.2,29.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
9590D,1.6675,2025-05-28T13:00:00+0000,,1940.0,7.3,3.1,129.0,42.43028,157.0,CAP DE REC,34.0,17.6,18.6,18.6,,1.2,,,2.5,,26.0,,,,,,,,,,,,,,,,0.0,
9632X,1.569443,2025-05-28T13:00:00+0000,0.0,1196.0,,4.5,,42.230274,,TUIXENT,48.0,24.2,24.9,24.9,,,,,,,,,,,,,,,,,,,,,,,,
9650X,1.108615,2025-05-28T13:00:00+0000,0.0,400.0,,,,41.88139,,ARTESA DE SEGRE,35.0,28.3,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
9677,1.214647,2025-05-28T13:00:00+0000,,2410.0,8.5,4.3,343.0,42.410007,345.0,PORT AINE  L?ORRI,38.0,12.7,13.2,13.4,,1.0,,,-0.7,,16.0,,,,,,,,,,,,,,,,2.8,
9689X,0.990837,2025-05-28T13:00:00+0000,0.0,1273.0,,,,42.466385,,CABDELLA-CENTRAL,45.0,24.0,24.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,
9698U,0.864722,2025-05-28T13:00:00+0000,0.0,807.0,10.0,5.8,196.0,42.204723,212.0,TALARN,26.0,27.1,28.3,28.4,930.4,,41.8,,7.0,20.0,,60.0,16.7,0.0,0.0,,,,,,,,,,,858.5,,
9707,0.907217,2025-05-28T13:00:00+0000,0.0,515.0,7.5,4.1,215.0,42.06694,225.0,LLIMIANA,28.0,30.1,31.1,31.2,,,,,,,,,,,,,,,,,,,,,,,,
9718X,1.223051,2025-05-28T13:00:00+0000,0.0,463.0,7.6,3.4,270.0,41.68111,270.0,TORDERA - GRANYANELLA,35.0,27.8,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
9724X,0.756111,2025-05-28T13:00:00+0000,0.0,520.0,8.9,4.7,217.0,41.873333,205.0,OS DE BALAGUER,32.0,30.0,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
9726E,1.309439,2025-05-28T13:00:00+0000,0.0,657.0,7.7,3.8,291.0,41.55722,307.0,LLORAC,34.0,26.9,27.4,27.4,,,,,,,,,,,,,,,,,,,,,,,,
9729X,0.866659,2025-05-28T13:00:00+0000,0.0,252.0,5.5,2.0,275.0,41.616943,250.0,MOLLERUSSA,40.0,28.1,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,
9744B,0.798893,2025-05-28T13:00:00+0000,0.0,1089.0,8.9,4.2,63.0,42.50333,62.0,BARRUERA,20.0,26.7,26.8,27.0,,,,,,,,,,,,,,,,,,,,,,,,
9751,0.746943,2025-05-28T13:00:00+0000,0.0,760.0,5.0,2.7,169.0,42.31861,187.0,SOPEIRA,36.0,27.9,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
9756X,0.479998,2025-05-28T13:00:00+0000,0.0,765.0,7.4,3.8,290.0,42.1125,262.0,BENABARRE,42.0,25.1,25.7,25.7,,,,,,,,,,,,,,,,,,,,,,,,
9771C,0.598058,2025-05-28T13:00:00+0000,0.0,185.83,8.2,3.4,270.0,41.626106,270.0,LLEIDA,27.0,28.9,30.9,30.9,998.4,1.3,38.7,1021.2,9.7,19.2,24.0,60.0,25.1,,,,,,0.0,,,,,23.8,,,,
9772X,0.913608,2025-05-28T13:00:00+0000,0.0,673.0,,,,41.366116,,LA POBLA DE CERVOLES,30.0,28.5,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,
9775X,0.67833,2025-05-28T13:00:00+0000,0.0,392.0,,,,41.41361,,EL SOLERÀS,29.0,30.2,31.2,31.3,,,,,,,,,,,,,,,,,,,,,,,,
9784P,0.224707,2025-05-28T13:00:00+0000,0.0,992.0,7.3,2.4,348.0,42.629967,343.0,BIELSA,19.0,26.4,28.0,28.2,910.8,1.1,36.7,,2.3,20.0,44.0,60.0,18.7,,,,,,0.0,,,,,,,855.0,,
9808X,0.138052,2025-05-28T13:00:00+0000,0.0,610.0,5.6,3.1,134.0,42.421665,130.0,AÍNSA-SOBRARBE  LA SERRETA-DEPÓSITO,41.0,27.9,29.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
9812M,-0.099133,2025-05-28T13:00:00+0000,,1206.0,5.4,1.7,215.0,42.655342,223.0,PARADOR ORDESA-PARQUE NACIONAL ORDESA Y MONTEPERDI,33.0,25.2,26.2,26.2,888.6,0.9,,1017.3,8.7,,38.0,,,,,,,,,,,,,,,,,
9814I,-0.124444,2025-05-28T13:00:00+0000,0.0,1905.0,,,,42.656113,,TORLA-ORDESA  EL CEBOLLAR,34.0,19.1,20.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,
9814X,-0.111944,2025-05-28T13:00:00+0000,0.0,1076.0,4.7,1.9,171.0,42.63759,157.0,TORLA-ORDESA  DEPÓSITO,31.0,29.7,30.5,30.7,,,,,,,,,,,,,,,,,,,,,,,,
9838B,0.520556,2025-05-28T13:00:00+0000,0.0,1120.0,7.6,3.3,57.0,42.599445,80.0,BENASQUE,25.0,26.3,26.7,26.8,,,,,,,,,,,,,,,,,,,,,,,,
9839V,0.543056,2025-05-28T13:00:00+0000,0.0,2374.4,6.0,1.9,5.0,42.555,13.0,CERLER  COGULLA,27.0,14.0,14.8,14.9,,1.1,,,-4.2,,23.0,,,,,,,,,,,,,,,,0.3,
9843A,0.434167,2025-05-28T13:00:00+0000,0.0,825.0,6.2,1.9,226.0,42.476948,242.0,SEIRA,36.0,27.9,28.8,28.8,,,,,,,,,,,,,,,,,,,,,,,,
9855E,0.466105,2025-05-28T13:00:00+0000,0.0,600.0,6.0,2.9,243.0,42.20139,205.0,CAPELLA  LAGUARRES,31.0,27.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,
9866C,0.140556,2025-05-28T13:00:00+0000,0.0,305.0,6.5,2.2,263.0,42.02139,295.0,BARBASTRO,28.0,30.6,32.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,
9894Y,-0.160778,2025-05-28T13:00:00+0000,0.0,300.0,8.7,4.3,271.0,41.799297,257.0,SARIÑENA  DEPÓSITO,24.0,30.8,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
9898,-0.325555,2025-05-28T13:00:00+0000,0.0,546.0,7.7,2.9,268.0,42.084557,278.0,HUESCA  AEROPUERTO,27.0,29.1,30.2,30.2,958.2,1.4,35.1,1019.4,9.2,,55.0,60.0,23.8,,,,,,0.0,,,,,20.9,,,,
9901X,-0.394996,2025-05-28T13:00:00+0000,0.0,463.0,,,,42.13889,,HUESCA,26.0,30.2,31.3,31.3,,,,,,,,,,,,,,,,,,,,,,,,
9908X,-0.333059,2025-05-28T13:00:00+0000,0.0,380.0,10.9,7.1,323.0,41.77389,305.0,LANAJA  DEPÓSITO,25.0,30.0,30.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,
9911X,0.187782,2025-05-28T13:00:00+0000,0.0,178.0,11.2,4.6,287.0,41.619446,290.0,BALLOBAR  DEPÓSITO,27.0,31.3,32.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,
9918Y,0.376949,2025-05-28T13:00:00+0000,0.0,218.0,5.8,2.0,241.0,41.780834,252.0,TAMARITE DE LITERA  LA MELUSA,37.0,28.7,30.3,30.3,,,,,,,,,,,,,,,,,,,,,,,,
9924X,0.355555,2025-05-28T13:00:00+0000,0.0,170.0,5.8,2.3,275.0,41.52472,285.0,FRAGA,28.0,31.3,32.8,32.8,,,,,,,,,,,,,,,,,,,,,,,,
9935X,0.146389,2025-05-28T13:00:00+0000,0.0,483.0,4.9,2.3,300.0,40.873337,275.0,VALDERROBRES ,32.0,28.9,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
9946X,0.311668,2025-05-28T13:00:00+0000,0.0,495.0,,,,40.953056,,HORTA DE SANT JOAN,29.0,28.9,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
9947X,0.353329,2025-05-28T13:00:00+0000,0.0,370.0,8.1,4.0,274.0,41.17722,275.0,MASSALUCA,25.0,29.3,30.4,30.4,,,,,,,,,,,,,,,,,,,,,,,,
9961X,0.735283,2025-05-28T13:00:00+0000,0.0,363.0,6.1,2.0,255.0,41.249443,292.0,CABACÉS,32.0,29.1,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,
9975X,0.613616,2025-05-28T13:00:00+0000,0.0,112.0,7.6,3.2,316.0,41.005,292.0,RASQUERA,22.0,31.7,32.8,32.8,,,,,,,,,,,,,,,,,,,,,,,,
9981A,0.493333,2025-05-28T13:00:00+0000,0.0,49.92,6.2,2.9,126.0,40.82028,145.0,TORTOSA,31.0,32.4,33.0,33.4,1017.0,1.1,43.9,1021.6,13.7,1.3,29.0,60.0,24.5,,,,,,0.0,,,,,23.8,,,,
9988B,0.973793,2025-05-28T13:00:00+0000,,2467.0,8.7,3.8,283.0,42.69196,291.0,CAP DE VAQUEIRA,44.0,10.3,10.9,10.9,767.9,1.4,,,-1.0,,18.0,,,,,,,,,,,,,,,,1.2,
9990X,0.876944,2025-05-28T13:00:00+0000,0.0,1161.0,5.5,1.8,221.0,42.70028,227.0,ARTIES,32.0,24.6,25.3,25.8,,,,,7.4,,,,,,,73.0,,,,,,,,,,,,
9994X,0.689719,2025-05-28T13:00:00+0000,0.0,722.0,6.5,1.8,1.0,42.776108,40.0,BOSSOST-CENTRAL,44.0,24.1,24.6,24.7,,,,,,,,,,,,,,,,,,,,,,,,
9995Y,-1.300831,2025-05-28T13:00:00+0000,0.0,334.0,6.5,3.1,9.0,43.091114,37.0,VALCARLOS/LUZAIDE,61.0,22.9,23.5,23.5,,,,,,,,,,,,,,,,,,,,,,,,
9998X,-1.494444,2025-05-28T13:00:00+0000,0.0,1006.0,7.7,4.1,14.0,40.92139,35.0,BELLO,30.0,28.7,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,
B013X,2.885828,2025-05-28T13:00:00+0000,0.0,490.0,6.3,0.9,223.0,39.823338,108.0,LLUC,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,
B051A,2.691486,2025-05-28T13:00:00+0000,0.0,5.0,5.2,3.2,336.0,39.795555,315.0,SÓLLER,67.0,22.4,22.5,23.0,,0.5,,,16.0,,11.0,,,,,,,,,,,,,,,,,
B087X,2.512777,2025-05-28T13:00:00+0000,0.0,60.0,6.0,1.9,351.0,39.689167,317.0,BANYALBUFAR ,63.0,23.5,24.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,
B103B,2.368936,2025-05-28T13:00:00+0000,0.0,52.0,4.9,2.6,307.0,39.57947,302.0,ANDRATX - SANT ELM,42.0,26.0,26.6,27.0,1017.9,0.9,,,,,17.0,,,,,,,,,,,,,,,,,
